tweet_id,favorites,retweets,user_followers,user_favourites,date_time
674690135443775488,1147,466,8333987,143197,2015-12-09 20:40:38+00:00
674670581682434048,1601,647,8333987,143197,2015-12-09 19:22:56+00:00
674664755118911488,921,255,8333987,143197,2015-12-09 18:59:46+00:00
674646392044941312,1440,495,8333987,143197,2015-12-09 17:46:48+00:00
674644256330530816,1022,266,8333987,143197,2015-12-09 17:38:19+00:00
674638615994089473,1681,583,8333987,143197,2015-12-09 17:15:54+00:00
674632714662858753,1505,577,8333987,143197,2015-12-09 16:52:27+00:00
674606911342424069,940,97,8333987,143197,2015-12-09 15:09:55+00:00
674468880899788800,6218,2034,8333987,143197,2015-12-09 06:01:26+00:00
674447403907457024,1060,356,8333987,143197,2015-12-09 04:36:06+00:00
674436901579923456,1111,394,8333987,143197,2015-12-09 03:54:22+00:00
674422304705744896,1436,535,8333987,143197,2015-12-09 02:56:22+00:00
674416750885273600,681,140,8333987,143197,2015-12-09 02:34:18+00:00
674410619106390016,1198,464,8333987,143197,2015-12-09 02:09:56+00:00
674394782723014656,1508,574,8333987,143197,2015-12-09 01:07:00+00:00
674372068062928900,846,315,8333987,143197,2015-12-08 23:36:44+00:00
674330906434379776,560,73,8333987,143197,2015-12-08 20:53:11+00:00
674318007229923329,1419,517,8333987,143197,2015-12-08 20:01:55+00:00
674307341513269249,11305,6935,8333988,143197,2015-12-08 19:19:32+00:00
674291837063053312,14703,5880,8333988,143197,2015-12-08 18:17:56+00:00
674271431610523648,1570,733,8333988,143197,2015-12-08 16:56:51+00:00
674269164442398721,907,227,8333988,143197,2015-12-08 16:47:50+00:00
674265582246694913,1649,848,8333988,143197,2015-12-08 16:33:36+00:00
674262580978937856,1302,454,8333988,143197,2015-12-08 16:21:41+00:00
674255168825880576,1462,550,8333988,143197,2015-12-08 15:52:13+00:00
674082852460433408,755,167,8333988,143197,2015-12-08 04:27:30+00:00
674075285688614912,983,288,8333988,143197,2015-12-08 03:57:26+00:00
